id,gender,age,education,work_experience,H_self,E_self,A_self,C_self,g_level,question_type,content,question_content
549b8ef4fdf99b4ffa5fa0c9,2,47.0,3,30.4,4.3125,2.5625,3.6875,4.0625,2,q5,"Situations when someone annoyed me. How do you usually react in such situations? It usually depends on how much they've annoyed me. If it's a mild annoyance and they didn't really intentionally do it, I'll just move on. I mean, there's annoyances all day long in life. So if it's just mild, you know, maybe I'm just grouchy or I don't have my tolerance level. I usually just move on and forget about it. If there's something really, really bad and they keep doing it, well, either tell them to stop or I'll just remove myself from the situation. Why do I think that is? Well, I think it's because I can get overstimulated easy and I'm aware of that. So I try to look at it as, is this something that is annoying me because it's annoying really bad or because I just can't handle it right now? Or is this something that is so annoying that something needs to be done about it because it's wrong? Like is somebody just popping their gum over and over and that sort of thing, then I'll move away. If it's something like they're gonna annoy me with their rude comments on a daily basis and they're epic rude, I might tell them because that's me.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
549b8ef4fdf99b4ffa5fa0c9,2,47.0,3,30.4,4.3125,2.5625,3.6875,4.0625,2,q6,"Oh no. Okay. Where am I at? I kept eating start and stop so many times. Because I kept messing this thing up. I don't know what all you've got. Or how many minutes I'm at now? Basically, oh, this is a new question. It got, oh wow. Okay, sorry for this. I recall this a glitch on my part. I had a glitch. Okay, think of situations when your work or workspace were not very organized. That is not very typical of me. I like it organized. And I do projects and crafts all the time. And I'll make a huge mess. Glue and paper and scissors and strings and things you can't even identify. But when that is over, so is the mess. So I keep my workspace organized because otherwise I can't find things. I like to have pin welders for my pins, but papers can get a bit out of control because they don't have the proper place to put these things. There's just no, there's too many papers and not enough space. So I just kind of stack them up in little like this goes with this and this goes that, but they're not in specific files or drawers. They're just stacked on my desk. That can sometimes get a little messy, but I wish I had better system. And then I wouldn't be that way because I don't like messes. So, and why do I think it's typical me to not be messy and to stay organized for the most part is because otherwise I cannot find what I'm looking for. I get frustrated when I can't find what I'm looking for. So I don't and I don't like things dirty or scattered like some people put trash balls and wrappers and candy and red bulls that are half drank and they just leave them. They just leave them there like and go home like it was nothing and waiting for their mom to come pick them up and clean up after them. But my mom wouldn't clean up after me even if she could. So that's maybe why.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5513256cfdf99b1607b1f47b,1,31.8,5,12.3,3.25,2.9375,3.5625,3.8125,2,q1,"Yeah, I consider my greatest strengths and weaknesses as an employee to be. It's not that around, you know, my dedication, I really focus on a task until it's completed. I don't want to finish something prematurely. I want to make sure something is followed through till the end. And at the same time, I guess a weakness could be that I do have that persistence. I want something to happen. So I might be a little frustrated if, say, I'm not able to have changes happen to certain material that I like so much. So I can be focused on that instead of maybe focused on other areas that might help the business.",general
5513256cfdf99b1607b1f47b,1,31.8,5,12.3,3.25,2.9375,3.5625,3.8125,2,q2,"All right, how would my best friend describe me? Well, generally I'm someone who's easy to talk to. I have some great listening skills, I would say. I certainly like meeting a variety of people. So they'd say I'm open. I'm definitely a risk taker, someone who is willing to meet new people, work in new situations, take risks, open to new experiences and challenges. I'm somebody who, of course, is intelligent, able to solve problems, plan projects, and just ensure that everyone's kind of on the same pace and able to get projects done and take care of stuff in a good manner.",general
5513256cfdf99b1607b1f47b,1,31.8,5,12.3,3.25,2.9375,3.5625,3.8125,2,q3,"Alright, so thinking of situations where I've made professional decisions that could affect my status or how much money I make, that's definitely something that I've had experience with in the past. Currently I have a kind of side job I do and I'm always, it's always up to me basically how much money I make in that situation as I'm in a sales position and well, how do I behave in situations? Will I make sure that I explain, you know, what my role is, what I can do to solve the customer's problems, what I can do as far as what I have here, how the process works and how I can get them into a situation that works for them and again, obviously it works for me as well so I can get paid. So throughout the process I'm helpful, understanding, I listen to them, I do kind of guide them in a certain direction and that's just because, you know, that's what I need to do to get paid. Additionally, I guess other situations that could affect my status, yeah, it's just, you know, from a training education perspective, well, the number of publications and such that I can get out, it's a little hard to do right now in my current situation but that's how it is because that's the requirements for certain positions. Say if I want to apply to work in a different area, they may care, you know, what am I doing, what's my output like and that's kind of going to be used to then evaluate me.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5513256cfdf99b1607b1f47b,1,31.8,5,12.3,3.25,2.9375,3.5625,3.8125,2,q4,"All right, so thinking of situations when I join a new team of people How do I usually behave when I enter a new team? Well, the first thing I want to do is I want to get familiar with You know what we need to do as a team what what challenges we have. What are we doing? What are our goals and then I kind of want to see you know, what what's the makeup like? What everyone's specialty? What are we like? What would we like to do for fun? How do we evaluate ourselves? How do we function together? And what things can we do, you know together that we might need to improve on what what do we do? Well, it works great Yeah, it's just because that that's just kind of natural to me So I want to just you know get to know people I'm around and of course I'm also focused on problem-solving and I just want to make sure I understand You know where we are and where we can go. That's just how I look at work",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5513256cfdf99b1607b1f47b,1,31.8,5,12.3,3.25,2.9375,3.5625,3.8125,2,q5,"Alright, so thinking of a time when someone annoyed me How I usually react in situations and why do I think that is Well, I tend to be someone who is not usually annoyed You know, I may have been in the past but I've you know Take it on a more relaxed personality and I just try not to let stuff bother me so much so I guess there are still some situations, you know, maybe it's something as a Basic as someone just kind of behaving unprofessional in a situation maybe not having a time management skills and they just And they show up whenever they want to and maybe leave whenever they want to so they they don't finish Serving the customers are working with See I feel frustrated because I feel ignored I feel like there's there's you know, why am I here? Why am I doing what I'm doing? And again, that's just because I feel like I should be respected and valued in the situation I feel like there should be some sort of universal respect that we all have for each other because we're all professionals",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5513256cfdf99b1607b1f47b,1,31.8,5,12.3,3.25,2.9375,3.5625,3.8125,2,q6,"So think of a situation where my work or workspace wasn't very organized. You know, this is nothing that's very typical of me. I usually tend to be fairly organized in my workspace. I guess what I could think of is my digital workspace, so my desktop. It is fairly scattered in some areas. I have multiple monitors, so I tend to have some files on the desktop that I use. Some of them are in folders, which make logical sense. But sometimes I have icons that I have to have for different various functions I do. And then maybe I have some various talents that end up there. Maybe some stuff will work out temporarily. And instead of, you know, allocating it to certain areas, I just kind of leave it where it is. Yeah, it's just, you know, because maybe I'm just busy with something, and I maybe just don't think about organizing. I'm not really too much of a digital organizer, but certainly I have a clean desk.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
5563b68afdf99b672cca50d3,1,44.0,3,12.0,4.6875,2.0,4.5625,4.375,3,q1,"Generally, my greatest strengths is that employee or setting goals and achieving them. My weaknesses would be. My weaknesses would be overworking at a point. Typically I'll try to make sure I. Exceed all the sales goals. So I will try to compete everyone and. End up burning out.",general
5563b68afdf99b672cca50d3,1,44.0,3,12.0,4.6875,2.0,4.5625,4.375,3,q2,"Generally, I would be described as loyal. Hardworking I make solid plans and I. Stick with them until they're completed, regardless of what else is going on. So, typically, that's usually a description. And I will.",general
5563b68afdf99b672cca50d3,1,44.0,3,12.0,4.6875,2.0,4.5625,4.375,3,q3,"situations when I made professional decisions that affected my status or how much money I made would be situations where I was offered a promotion pretty fairly new on the job. So basically was still I was still learning, but also learning a new skill. So I tended to be a little. Scattered at those points and typically I would succeed and just work through it. And generally I am. Really good at what I do, but those situations can make it very difficult and I think that is because the anxiety associated with it.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
5563b68afdf99b672cca50d3,1,44.0,3,12.0,4.6875,2.0,4.5625,4.375,3,q4,"situations where I joined a new team of people, usually just observe and try to see who actually knows what they're talking about, who doesn't, who's pretending, who's not, who's good at what they do, things like that. Just trying to learn personalities and things of that nature of those new team members. I think that is because usually I'm guarded and want to make sure we, I personally, know who could be trusted and who not, and I think that is due to years of experience.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
5563b68afdf99b672cca50d3,1,44.0,3,12.0,4.6875,2.0,4.5625,4.375,3,q5,"Situations in the workplace that have annoyed me in the past would be people that are bragging about skills that they don't really have. They'll go out there and say they're the best this and that. But when they're actually doing the job function, they don't. Really have those skills, there's a lot of people like that in sales. And I think that is they're trying to overcompensate from their failings or make people believe they're good. So they're not observed on the job. So typically I am annoyed by those type of people.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
5563b68afdf99b672cca50d3,1,44.0,3,12.0,4.6875,2.0,4.5625,4.375,3,q6,"Situations for my work or my workspace is not very organized would be when there's deadlines to meet paperwork could be. On the desk, and then the work might not be organized because I'm scrambling to get everything done at that last minute, especially if a new task was put upon me. I think that is because I'm focusing on getting it done, not what my surroundings are. So that definitely typically I can tend to be disorganized in that manner.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
55b1add5fdf99b6731f04c5a,2,43.0,4,23.0,3.0,3.5625,1.5625,4.125,3,q1,My greatest strength is the fact that I am always on time. I'm always ready to work. I'm always ready to work until the job gets done. My weaknesses are sometimes I'll tend to do a lot of work until I feel burned out instead of taking the time to do the little bit of time. I'm always ready to work. I'm always ready to do the little bit of work.,general
55b1add5fdf99b6731f04c5a,2,43.0,4,23.0,3.0,3.5625,1.5625,4.125,3,q2,"Generally I'm someone I like to spend a lot of time alone. I do have a family and I do spend the time with them, but I find it important for me to spend time by myself and sign a reflection and my best friend would say that he may be friends for more than 20 years and periodically when we stop talking and she doesn't take it offensively, she just knows that I need some time for myself.",general
55b1add5fdf99b6731f04c5a,2,43.0,4,23.0,3.0,3.5625,1.5625,4.125,3,q3,"Generally I'm nervous when it comes to situations that can affect my status and how much money I make. I know these days it's almost like the value of a dollar. It's not what it was, so everyone's like scrambling so hard. Everyone's trying to get the same. I do also feel like status means everything in a society like we live in. So I think if I was in that situation, I'll be extremely nervous because I'll be afraid of like ruining my entire reputation or my own personal image as a whole.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
55b1add5fdf99b6731f04c5a,2,43.0,4,23.0,3.0,3.5625,1.5625,4.125,3,q4,"I tend to be very observant when it comes to joining a new team. I take my time to observe, see everyone, interact with the group, what everyone brings to the group, what's lacking in the group, how I can help. I feel like I'm very adaptable and what I like to do is observe, sit back, see what the team needs, and then I step in and I'm exactly what they need.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
55b1add5fdf99b6731f04c5a,2,43.0,4,23.0,3.0,3.5625,1.5625,4.125,3,q5,"I can honestly say when I feel annoyed by people, I tend to do mantra meditation in my head. I don't want it to affect the way I'm acting towards someone, especially in a business situation. Like if it's someone that's annoying me, whether it be subordinate or whether it be someone high authority, I don't want them to feel like I'm shutting them out. I want them, don't want them to feel like I'm being rude and I want them to feel like I'm still professional in capable of getting the job done. So what I do is, like I said, meditate, do mantras in my head and try my best to hash it out inside because I know if I lash out, it can be in trouble for me professionally.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
55b1add5fdf99b6731f04c5a,2,43.0,4,23.0,3.0,3.5625,1.5625,4.125,3,q6,"I used to be in the middle of more than one project at a time, at one of my old jobs. My desk was not very organized only because every single time I would like finish a batch of work and I would start doing something else or I would start working on a different project. So I would bring more paperwork to my desk and I was like, okay, I have to find a way to organize this to get this done more efficiently. So every minute, like my desk was like a tornado, a typhoon went through it, but I managed to organize it and try to do my best to organize it because it will only make the job happen faster. I can't say I was always as successful as I wanted to be, but I tried my best.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
55b2d3f2fdf99b525bc839aa,1,35.0,4,11.4,3.6875,2.875,3.8125,3.5,1,q1,"Typically, I tend to be the type of worker where I'm very collaborative, very detailed-oriented. You know, I like to brainstorm new approaches to things to reach the goals. And attention to detail is very, very big. You know, I don't like to leave things out or else jobs are not done to the best of the ability that we can get them done. Generally, I'm very technical. That's a great strength of mine. I stay up to date with the new technology. I try to, you know, understand it from my current role, know the ins and outs of technology very well. Even in my daily life, I use technology, you know, all the time.",general
55b2d3f2fdf99b525bc839aa,1,35.0,4,11.4,3.6875,2.875,3.8125,3.5,1,q2,"Best friend would describe me as someone very giving very kind looking after others before I look after myself even and That can be a good thing and a bad thing I think but I would definitely be described as a type that cares about others a lot in fact probably more than myself and I'm just very giving you know, I like to like to care about others and Another thing is the fact that they would probably say I'm a hard hard worker. I definitely love to work hard. I don't like to sit around and do nothing not be productive I'm always on my laptop Doing small jobs or learning new skills and just trying to improve myself That's basically What I'm doing all the time. I'm never just idle, you know You",general
55b2d3f2fdf99b525bc839aa,1,35.0,4,11.4,3.6875,2.875,3.8125,3.5,1,q3,"When I'm in a situation where it could affect my money making status, generally I'm calm. I try not to rush into things. I have time to do things differently, so I have more time to think about what to choose. I take that time. Generally, if I take that time, I'm going to make better decisions. In this case, better money decisions, and in the future, it helps out because I end up making more money if I take my time making that decision. Typically I'd say I'm calm. That's how I behave, calmly, cool, and collective. I think that is because when you're calm, you make better decisions. When you're rushing to things, you don't think about it, you make bad decisions.",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
55b2d3f2fdf99b525bc839aa,1,35.0,4,11.4,3.6875,2.875,3.8125,3.5,1,q4,"Okay, when I generally when I enter a new team, I'm quiet. I'll be honest, I tend to stay in the background. I don't tend to socialize with them. Takes me a few days after getting to know the team and how they behave, you know, analyzing how, what type of person they are, you know, are they greedy? Are they trustworthy? After I analyze these things, I tend to open up. Takes me a few days. I think that's because generally I expect the worst of people. You can't really trust people being honest. You have to rely on instincts, you know, get to know them the way they behave. And once you do that, I feel like it's easier to get along with them, but you can't trust people right off the bat, just doesn't make sense. I think that's why I act like that. When I enter a new team, just analyze first.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
55b2d3f2fdf99b525bc839aa,1,35.0,4,11.4,3.6875,2.875,3.8125,3.5,1,q5,"Typically, typically when I'm annoyed, I don't show it. I feel like if I show it, it gives that person too much credit. So what I tend to do is just hold it in. Don't let them know I'm mad because that gives them power over you. I just think that's because I don't like people thinking they have that type of power over me where they can control my emotions by showing my annoyance towards the way they're behaving. I feel like keeping it in, keeping it in, it shows that I am not, I'm not affected by the way they behave. You know, it's not true because I am annoyed. I just don't show it to them, if that makes any sense. I don't give them that power, that feeling of power, you know, where if I showed it, I'd look weak, you know? I just look weak. And you know, that's what happened.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
55b2d3f2fdf99b525bc839aa,1,35.0,4,11.4,3.6875,2.875,3.8125,3.5,1,q6,"Generally, I'm not the most organized person, you know, but I also don't like clutter building up over the days and weeks. So it's not very typical to be unorganized. I mean, I just, I grew up in an environment where we would clean, but not every day, every other day. So I don't have the most clutter, but I also don't. I don't clean all the time, you know, if that makes sense. I'm somewhere in the middle, not the most unorganized, but not the most organized. And that's just because of the way I was raised. There's no other way to put it. That makes any sense. It's what I know. I should be more organized though. Typically I am organized. I just don't do it every day.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
55b74f71fdf99b6e0c49975b,1,45.0,4,25.1,3.0,3.375,3.1875,3.75,1,q1,"I would say that the greatest strengths that I have as an employee would be my ability to think outside the box. I am very intuitive into problem solving. I am also able to look at different tasks and streamline them in a manner that is more productive to get the job done. And generally, I am able to look at task problems and come up with solutions. I would say that my biggest weakness as an employee would be my lack of desire to delegate tasks. I have a hard time sort of giving away something and trusting that it is going to get done, but I have overcome that in the sense of looking at the task or the thing that I am giving away and sort of mapping out an outcome that I am looking to get from it and then revisiting later when it is already done, kind of giving it a scan, a look over to make sure that the outcome is in the realm of what I was looking for in the first place. So I would say typically my strengths would be the ability to think outside the box, come up with solutions, and being the weakness of delegating out, sort of, I don't know if it is on the left.",general
55b74f71fdf99b6e0c49975b,1,45.0,4,25.1,3.0,3.375,3.1875,3.75,1,q2,"I think my best friend would describe me as a few characteristics. I would say caring, creative, optimistic. I would say caring due to being that I look at other people's feelings. I have a high empathy value for others. I take into consideration my actions on how it's going to affect others. I think that's one big caring aspect. The creative aspect is I love the arts, love photography, painting. Really with that, taking that artistic point of view helps me to tap into that creative thinking outside the box mentality.",general
55b74f71fdf99b6e0c49975b,1,45.0,4,25.1,3.0,3.375,3.1875,3.75,1,q3,"All right, let's see a situation where I made professional Decisions I could affect my status or how much money I need How do I usually behave in such situations with that I like to Think of the pros and cons of the situation or think of pros and cons of the decision of the situation How is that going to affect me? and my family and those around me and Also, I sort of way around My why where do I want to be a year from now two years from now? It's sort of the reason why I Think that is the way that I look at it if I know the why I know the outcome that I'm looking to Achieve I kind of look at if I made a decision This would be the most likely outcome or if I made B decision, this would be the most likely outcome How much money I make I usually weigh that with what other benefits Would I obtain if I went a certain direction? So money isn't everything happiness is a big part and Status For the most part doesn't mean too much to me",Think of situations when you made professional decisions that could affect your status or how much money you make. How do you usually behave in such situations? Why do you think that is?
55b74f71fdf99b6e0c49975b,1,45.0,4,25.1,3.0,3.375,3.1875,3.75,1,q4,"So a situation when I joined a new team of people. How do I usually behave when I enter the new team? First, I like to introduce myself, give them a little bit of background between personal and business characteristics that I have. And I also inquire about theirs. I like to see that we're gonna mesh together well as the team. I think that's the biggest reasoning behind why I do what I do when I enter into a new team is that I like to be able to connect with people both on the personal and business level so that when problems arise or tasks need to be done, you know what personal characteristics each individual team member has and whether or not certain people are gonna be good at certain tasks and other people are gonna be good at other tasks. So due to knowing that different people have different strengths is sort of why I like to get to know people on a personal level. Are they organized? Are they an analytical thinker as opposed to an emotional thinker? So different personality characteristics of the team are good to know when you're working together with them.",Think of situations when you joined a new team of people. How do you usually behave when you enter a new team? Why do you think that is?
55b74f71fdf99b6e0c49975b,1,45.0,4,25.1,3.0,3.375,3.1875,3.75,1,q5,"Think of a situation when someone annoyed you. I would say that on a business level, I ran my own real estate photography business and one time when somebody was annoying me, it was basically the expectations, the order of this place, they constantly pushed the envelope of when the expectations were, or what the expectations were when we clearly defined what they were in the beginning. How I usually react to that type of situation is I restate that, hey, we agreed upon these time frames, these specs, and we're on target to reach those and say that, well, the reason that I do that is so that they'll get the hint that them pushing the envelope on that, wanting it done earlier, wanting it done a different way is really just going to delay the process as a whole and then they're not going to be happy with that. So that's sort of why I approach it that way.",Think of situations when someone annoyed you. How do you usually react in such situations? Why do you think that is?
55b74f71fdf99b6e0c49975b,1,45.0,4,25.1,3.0,3.375,3.1875,3.75,1,q6,"Yeah, there's definitely times when things are super busy that my work or my workspace is not very well organized. That's typically due to having multiple tasks to do at the same time and having multiple tasks open. So you're going to have information out to perform each task. It's not too typical, mainly due to I use a lot of spreadsheets to track different activities, different deadlines, different projects. So my overall workspace isn't too disorganized, but there are times when I do have a lot of stuff going on at the same time that even those spreadsheets can become a little not organized. And typically what I do in general is take a moment to reorganize, reprioritize, and get things back on track because I'm well aware that having a disorganized workspace usually leads to disorganized work. So I like to have my workspace pretty neat because I know that my environment is sort of a reflection into my production.",Think of situations when your work or workspace were not very organized. How typical is that of you? Why do you think that is?
55ca5305fdf99b498b73f29c,1,26.0,6,9.5,2.0,1.75,1.5625,4.5625,1,q1,"I would say that one of my greatest strengths as an employee is that I'm a hard worker. I always show up on time and I'm very reliable. I've almost never been late to work ever and I have a great ability to lead a team. On the other hand, my weaknesses are probably that I work a little too hard sometimes and that I will sometimes volunteer for extra shifts when other people aren't able to take those as a way to help the team out. It definitely makes it more difficult for me in balancing work and life balance.",general
55ca5305fdf99b498b73f29c,1,26.0,6,9.5,2.0,1.75,1.5625,4.5625,1,q2,"Typically my best friends would describe me as being a reliable person someone that they can lean on when they Don't know what to do or if they just need some advice they would probably say that I am a very good friend someone who Is able to relate to them and help them figure out the best next steps in their personal or work goals and Generally, I think it's a good relationship than my friends and I have",general
